id,text,spam,scam_type,language,url_present,url_harmful
192,Shipping update: DHL Worldwide Parcel #DHL-7743 cleared customs. Delivery expected Nov 18 in Karachi.,ham,none,english,no,
193,"Power outage scheduled Nov 14, 8AM-4PM in Johar Town Lahore for maintenance. -LESCO",ham,none,english,no,
194,"Your Wateen broadband bill Rs.1,500 is due. Pay via JazzCash, Easypaisa or bank transfer. Account: WT-1234.",ham,none,english,no,
195,آپ کی درخواست کامیابی سے جمع ہو گئی۔ انٹرویو کی تاریخ بعد میں مطلع کی جائے گی۔ National Highway Authority,ham,none,urdu,no,
196,Become a Fiverr expert in 30 days. Join our Peshawar-based digital skills bootcamp. Register at digitalpeshawar.org,ham,none,english,yes,no
197,Scam call warning: Fraudsters posing as bank employees are requesting ATM PIN. Never share your PIN. Stay Safe. -HBL,ham,none,english,no,
198,New fraud alert from PTA: Citizens are being targeted through fake parcel delivery SMS with malicious links. Report to 9000.,ham,none,english,no,
199,Caution: Fake BISP agents are contacting citizens demanding fees. BISP never charges fees. Report fraud: 0800-BISP,ham,none,english,no,
200,سائبر کرائم ونگ کی تنبیہ: آن لائن فراڈ کی اطلاع دیں۔ ہیلپ لائن: 9911 یا fia.gov.pk,ham,none,urdu,yes,no
201,Earn Rs.3000 daily with our affiliate marketing program. No investment needed. Visit: http://affiliate-earn-pk.com,spam,online_earning_scam,english,yes,yes
202,آن لائن کاروبار: گھر بیٹھے روزانہ 5000 روپے کمائیں۔ کوئی سرمایہ کاری نہیں: http://ghar-baithe-kamai.net,spam,online_earning_scam,urdu,yes,yes
203,Ghar baithe 100 dollar roz kamao. Koi experience nahi chahiye. Sirf signup karo: http://dollar-earn-pk.xyz,spam,online_earning_scam,roman_urdu,yes,yes
204,"Your Askari Bank debit card has been used for online purchase of Rs.28,000. If not you, call: 051-1234567",ham,none,english,no,
205,"Marhaba Airlines ticket for Umrah confirmed. Dep: Nov 20, Jeddah. PNR: MR-4412. Check-in: 4 hrs prior.",ham,none,english,no,
206,آپ کی گاڑی کا ٹوکن ٹیکس جمع کرانا ضروری ہے۔ آخری تاریخ 31 دسمبر ہے۔ excise.punjab.gov.pk پر ادا کریں۔,ham,none,urdu,yes,no
207,Multan ka naya residential project. 5 marla plot sirf 25 lakh mein. Contact: 061-XXXX for site visit.,ham,none,roman_urdu,no,
208,Urgent bank call: Your Allied Bank account will be closed unless you update KYC. Visit branch with CNIC.,ham,none,english,no,
209,Scam: Fake HBL agent asking for your HBL Konnect PIN. HBL will never ask for your PIN. Stay alert.,ham,none,english,no,
210,Security tip: Never click on links in unsolicited messages. Report spam at PTA helpline 0800-55055. -Jazz,ham,none,english,no,
211,"Attock Petroleum Ltd: New fuel price effective Nov 1. Petrol: Rs.280/liter, Diesel: Rs.275/liter",ham,none,english,no,
212,"Dear parent, your child's result card for class 9 is ready. Collect from school on Nov 20.",ham,none,english,no,
213,آپ کا ٹیوشن فیس کا وقت گزر گیا۔ براہ کرم فوری ادائیگی کریں۔ اکیڈمی انتظامیہ,ham,none,urdu,no,
214,"Free medical camp in Swat. Eye, dental, and general checkup. Nov 17-18, 9AM-3PM. Near Saidu Hospital.",ham,none,roman_urdu,no,
215,آج رات بارش کا امکان ہے۔ گھر میں رہنے کی کوشش کریں۔ محکمہ موسمیات پاکستان,ham,none,urdu,no,
216,Order from Foodpanda confirmed. Your meal from KFC will arrive in 35 minutes. Rider: Ali. Track order.,ham,none,english,no,
217,Kal assignment jama karni hai. Extra time nahi milega. Professor Saab,ham,none,roman_urdu,no,
218,Bhai yaar kal match dekhne chalein ge? Karachi kings vs Lahore qalandars. PSL 2024.,ham,none,roman_urdu,no,
219,آپ کا درخواست فارم موصول ہو گیا۔ انٹرویو کی تاریخ اگلے ہفتے مطلع کی جائے گی۔ National Testing Service,ham,none,urdu,no,
220,Electricity meter tampering detected at your address. An FIR will be filed unless fees paid. Call PESCO helpline.,spam,law_enforcement_impersonation,english,no,
221,آپ کے گھر پر بجلی کی چوری پائی گئی ہے۔ جرمانہ ادا کریں ورنہ گرفتاری ہو گی: http://pesco-fine-pk.net,spam,law_enforcement_impersonation,urdu,yes,yes
222,Aap ki gari CCTV mein speeding karte pakri gayi. Challan Rs.5000 online bharo ya court mein hazir ho: http://challan-pk.net,spam,law_enforcement_impersonation,roman_urdu,yes,yes
223,SUZUKI PAKISTAN: Congratulations! Your car booking Suzuki Alto has been confirmed. Delivery in 6 months.,ham,none,english,no,
224,Apka Naya Punjab Rozgar Scheme loan approved hogaya. 5 lakh rupay. Collect documents from BOP branch.,ham,none,roman_urdu,no,
225,آن لائن احساس پروگرام رجسٹریشن: آپ کا شناختی کارڈ اور بینک اکاؤنٹ نمبر بھیجیں: 0345-EHSAAS-PK,spam,BISP_government_scam,urdu,no,
226,Whatsapp: You have a pending voice message from +44-7XXXXXXXXX. Play: http://whatsapp-vm-pk.net,spam,malware_distribution,english,yes,yes
227,Award: You have been selected as the most active Zong user! Claim an iPhone 15 at: http://zong-iphone-award.net,spam,telecom_lottery_scam,english,yes,yes
228,"آپ کو ورلڈ ہیلتھ آرگنائزیشن کی طرف سے 50,000 ڈالر کی امداد ملے گی۔ رابطہ: who.pakistan@gmail.com",spam,charity_impersonation_scam,urdu,no,
229,"Good news! Your name has been added to the PM Kisan support list. Receive Rs.12,000 per year. Register: http://pm-kisan-pak.xyz",spam,government_impersonation,english,yes,yes
230,Aap ke account mein error aayi hai. Apni puri banking details is form mein bharein: http://allbanks-pk-verify.net,spam,bank_phishing,roman_urdu,yes,yes
231,Important: Your Internet Banking access has been disabled. Re-enable: http://standard-chartered-pk-login.xyz,spam,bank_phishing,english,yes,yes
232,Your Silk Bank credit card limit has been increased. Activate new limit: http://silkbank-activate-pk.net,spam,bank_phishing,english,yes,yes
233,"آپ کے Habib Metro بینک اکاؤنٹ میں 50,000 روپے کریڈٹ ہوئے ہیں۔ تصدیق کریں: http://habibbankl-verify.xyz",spam,bank_phishing,urdu,yes,yes
234,PEMRA: Fake job advertisements circulating for PEMRA positions. Do not pay any fee. Official jobs at pemra.gov.pk,ham,none,english,yes,no
235,Quetta mein ghar baithe tailoring ka kaam seekhein. Free training by Skill Development Programme KPK.,ham,none,roman_urdu,no,
236,NTS Test Result for PPSC: Your roll number 34521 has PASSED. Scorecard at nts.org.pk,ham,none,english,yes,no
237,Tum ne bahut mehnat ki. Allah tumhari mehnat zaroor qabool karega. Dua mein yaad rakhna.,ham,none,roman_urdu,no,
238,آپ کو ہمارے اسپتال میں بلایا جا رہا ہے۔ آپ کی ٹیسٹ رپورٹ تیار ہے۔ براہ کرم کل صبح تشریف لائیں۔,ham,none,urdu,no,
239,"Petrol price update: Petrol Rs.269.77, Diesel Rs.272.89 per liter from Nov 1. -OGRA Pakistan",ham,none,english,no,
240,Scam warning: Fraudulent websites mimicking Pakistan Post are collecting delivery fees. Official site: pakpost.gov.pk,ham,none,english,yes,no
241,Aap ko 1 lakh rupay ki scholarship mili hai. Punjab education foundation se le sakte hain. CNIC zaroori hai.,spam,educational_scam,roman_urdu,no,
242,"آپ نے آن لائن مقابلے میں پہلی پوزیشن حاصل کی۔ 50,000 روپے کا انعام: http://online-quiz-prize.pk-win.xyz",spam,online_earning_scam,urdu,yes,yes
243,Free course: Earn $1000 per week from Fiverr! Only 2000 Rs. Join today: http://fiverrpak-course.com,spam,educational_scam,english,yes,yes
244,Sehat Card holder? Get free treatment at designated hospitals in KPK. Visit sehatcard.kp.gov.pk for list.,ham,none,english,yes,no
245,Karachi Water & Sewerage Board: Your water bill of Rs.800 is due Nov 30. Pay at any bank branch.,ham,none,english,no,
246,Interview call letter from Pakistan Navy. Report Nov 25 to PNS Karsaz Karachi with all documents.,ham,none,english,no,
247,Aap ka Bahria University admission application accepted hai. Fee challan is attached. Pay by Nov 15.,ham,none,roman_urdu,no,
248,"آپ کو سرکاری ملازمت کی پیشکش ہے لیکن پہلے 10,000 روپے فیس جمع کروائیں۔ رابطہ: 0323-JOB-PK",spam,job_fraud,urdu,no,
249,"Government jobs guarantee! Pay Rs.15,000 and get Grade-17 job placement. 100% confirmed. Call: 0300-GOVT-JB",spam,job_fraud,english,no,
250,"Sarkari naukri pakki karwa do sirf 20,000 rupay mein. Grade 16 BPS. 100% guarantee. WhatsApp: 0332-NAUKRI",spam,job_fraud,roman_urdu,no,
251,Maulana Fazal sahab ka jalsa 15 November ko Karachi mein. Shirkaat ka aagaz dopehar 2 baje se hoga.,ham,none,roman_urdu,no,
252,"Pakistan Stock Exchange: KSE-100 crossed 72,000 points today. Market closes at 3:30 PM.",ham,none,english,no,
253,آج سے سرکاری چھٹی ہے۔ تمام دفاتر بند رہیں گے۔ 12 ربیع الاول مبارک,ham,none,urdu,no,
254,WAPDA: Load shedding schedule for Faisalabad effective from tomorrow. Check at wapda.gov.pk,ham,none,english,yes,no
255,Urgent: HBL Corporate Centre confirms your appointment for document verification tomorrow 11am.,ham,none,english,no,
256,آپ کا Zong ڈیٹا ختم ہو گیا ہے۔ مزید خریدیں: http://myzong.com.pk/bundles,ham,none,urdu,yes,no
257,Freeware download: Get Microsoft Office free. Activate with crack: http://ms-office-crack-pk.com,spam,malware_distribution,english,yes,yes
258,Free VPN download for Pakistan. Bypass PTA blocked websites: http://freevpn-pk.xyz,spam,malware_distribution,english,yes,yes
259,آپ کا کمپیوٹر وائرس سے متاثر ہے۔ ابھی اسکین کریں: http://antivirus-free-pk.net,spam,malware_distribution,urdu,yes,yes
260,PC pe virus aa gaya hai aur sab data delete ho sakta hai. Yahan se clean karo: http://pc-clean-pakistan.com,spam,malware_distribution,roman_urdu,yes,yes
261,Binance Pakistan: Your crypto account has unusual activity. Secure at: http://binance-pk-secure.xyz,spam,investment_fraud,english,yes,yes
262,آپ کا cryptocurrency اکاؤنٹ ہیک ہو گیا۔ محفوظ کریں: http://crypto-secure-pak.net,spam,investment_fraud,urdu,yes,yes
263,"Bhai, ek baar isnke zariye register karo. Referral income mili to bata dena. Link: http://mlm-income-pak.net",spam,MLM_pyramid_scam,roman_urdu,yes,yes
264,Rozana 5000 rupay kamao. Apne 3 doston ko refer karo. Earn more: http://refer-earn-pk.com,spam,MLM_pyramid_scam,roman_urdu,yes,yes
265,آپ کو Islamabad High Court نے طلب کیا ہے۔ پیشی کی تاریخ 20 نومبر۔ تفصیلات: http://ihc-court-notice.xyz,spam,law_enforcement_impersonation,urdu,yes,yes
266,Notice from Supreme Court of Pakistan: Your case hearing rescheduled. Confirm attendance: http://supremecourt-pk.xyz,spam,law_enforcement_impersonation,english,yes,yes
267,EOBI pension scam: Agar aap apni pension release karwana chahte hain to pehle 3000 rupay ki fees ada karein.,spam,BISP_government_scam,roman_urdu,no,
268,آپ کی EOBI پنشن کی قسط رکی ہوئی ہے۔ فیس ادا کریں اور قسط حاصل کریں: 0341-EOBI-PK,spam,BISP_government_scam,urdu,no,
269,Meezan Bank Scholarship: Aap ke bache ki fees maaf ho sakti hai. Apply: http://meezanbank-scholarship.pk,spam,educational_scam,roman_urdu,yes,yes
270,Exciting news: Pakistan Cricket Board invites you to an exclusive fan event. Register: http://pcb-event-pk.xyz,spam,product_giveaway_scam,english,yes,yes
271,NIC expired notice: Your CNIC expired. Renew at NADRA or face Rs. 1000 fine. Call: 0800-NADRA,ham,none,english,no,
272,UNHCR Pakistan: Your refugee status has been updated. Visit unhcr.org/pk for details.,ham,none,english,yes,no
273,آپ کا پاکستان کرکٹ ٹیم کا ٹکٹ بک ہو گیا۔ تفصیلات کے لیے pcb.com.pk وزٹ کریں,ham,none,urdu,yes,no
274,Your Telenor balance of Rs.55 expires in 2 days. Recharge to maintain validity.,ham,none,english,no,
275,Kal school mein parents teacher meeting hai dopeher 2 baje. Zaroor aana.,ham,none,roman_urdu,no,
276,آپ کی بیٹی کو Oxford University میں داخلہ مل گیا ہے۔ مبارک ہو! IBCC,ham,none,urdu,no,
277,Company notice: Annual performance appraisals will begin on Dec 1. Prepare your KPIs summary.,ham,none,english,no,
278,Your NestledIn order of sofa set has been confirmed. Expected delivery in 7-10 days. Order#: NI-34221,ham,none,english,no,
279,Discount alert: 50% off at Pizza Hut Pakistan today only. Order online at pizzahut.com.pk or call 111-PIZZA,ham,none,english,yes,no
280,آج نئے سال کی مبارک ہو۔ اللہ ہمارے ملک پاکستان کو ترقی دے اور ہر مشکل سے بچائے۔,ham,none,urdu,no,
281,"Apka bhai hospital mein admit hai. Doctor ne immediately 50,000 rupay manga hai. Please transfer karo.",spam,emergency_family_scam,roman_urdu,no,
282,"آپ کی والدہ کا ایکسیڈنٹ ہوا ہے۔ ہسپتال نے 30,000 روپے ایڈوانس مانگے ہیں۔ فوری بھیجیں۔",spam,emergency_family_scam,urdu,no,
283,My sister met with an accident in Rawalpindi. Hospital is asking for Rs.25000 advance. Can you help transfer?,spam,emergency_family_scam,english,no,
284,Asalam o Alaikum. Main aik garib shaikh hun jo apna 5 million dollar ka inheritance bahar nikalna chahta hun. Aap ki madad chahiye.,spam,advance_fee_fraud_419,roman_urdu,no,
285,I am a retired government official with $2 million stuck in a frozen account. I need your help and will pay 20% commission.,spam,advance_fee_fraud_419,english,no,
286,"آپ کو کینیڈا کی حکومت نے ویزا دینے کا فیصلہ کیا ہے۔ پروسیسنگ فیس 30,000 روپے ادا کریں: 0300-VISA-CN",spam,visa_immigration_scam,urdu,no,
287,"Canada PR visa guarantee. Pay only Rs. 80,000 and get Permanent Residency in 6 months. Contact: 0321-CANADA",spam,visa_immigration_scam,english,no,
288,Australia student visa kisi ki help se nahi milti. Official website: immi.homeaffairs.gov.au par apply karein.,ham,none,roman_urdu,yes,no
289,UK visa application guidelines 2024. Apply at gov.uk/apply-uk-visa. Processing time: 3-4 weeks.,ham,none,english,yes,no
290,آپ کا سعودی عرب کا ویزا منظور ہو گیا۔ پاسپورٹ لینے کے لیے دفتر تشریف لائیں۔ Al-Falah Travel Agency,ham,none,urdu,no,
291,Recharge offer: Get 2GB free data on recharging Rs.100 on Jazz. Offer valid till Nov 30. *117#,ham,none,english,no,
292,Your Foodpanda voucher code RAMADAN20 gives you 20% off on your next order. Valid till month end.,ham,none,english,no,
293,Kal university ka closed day hai. Administrative notice. -Dean Office FAST-NUCES,ham,none,roman_urdu,no,
294,BISP 8171: Apna CNIC no send karein pata karne ke liye ke aap BISP ki beneficiary hain ya nahi.,ham,none,roman_urdu,no,
295,آپ کا Ehsaas پروگرام رجسٹریشن مکمل ہو گئی۔ مزید معلومات: 8171 پر SMS کریں,ham,none,urdu,no,
296,National Savings Pakistan: Certificate profit rate has been revised. Visit savings.gov.pk for new rates.,ham,none,english,yes,no
297,Tum ne class test mein full marks hasil kiye hain. Well done! Math teacher ka salam,ham,none,roman_urdu,no,
298,آپ کی گھریلو ملازمہ کی تنخواہ کا وقت آ گیا ہے۔ براہ کرم ادائیگی کریں۔,ham,none,urdu,no,
299,Police complaint received. Your FIR # 1234/2024 registered at Gulberg Police Station. Ref: Punjab Police,ham,none,english,no,
300,Medical emergency helpline: Rescue 1122 available 24/7 in Punjab. Save this number.,ham,none,english,no,
301,BISP khushkhabri! Aap ki 50000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0345-1695127 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
